Country,Year,LPI Score,Customs Score,Infrastructure Score,International shipments Score,Logistics competence Score,Tracking & tracing Score,Timeliness Score,LMEI
Vietnam,2008,2.965144146079484,2.8411909774436093,2.6205709989258863,2.9964494092373792,3.1054870032223416,3.020754887218045,3.1909108485499464,3.1057175796634438
Vietnam,2009,2.9758581095596135,2.760393233082707,2.6114282491944145,3.0103370569280345,3.080115252416756,3.077566165413534,3.2871831364124593,3.1482881847475825
Vietnam,2010,2.96,2.68,2.56,3.04,2.89,3.1,3.44,3.143333333333333
Vietnam,2011,2.9554279269602572,2.6324045112781955,2.5537145005370574,3.0837752953813107,2.7012564983888296,3.1176225563909776,3.580544575725027,3.133141210168278
Vietnam,2012,3.0,2.65,2.68,3.14,2.68,3.16,3.64,3.16
Vietnam,2013,3.101823200859291,2.7401375939849624,2.9550351235230936,3.1991179377013963,2.9030446294307195,3.225787969924812,3.580752416756176,3.2365283387039026
Vietnam,2014,3.15,2.81,3.11,3.22,3.09,3.19,3.49,3.2566666666666664
Vietnam,2015,3.0610292696025776,2.783295112781955,2.929895005370569,3.1747529538131047,2.996564983888292,2.9779755639097747,3.4626957572502683,3.1457454350161114
Vietnam,2016,2.98,2.75,2.7,3.12,2.88,2.84,3.5,3.073333333333333
Vietnam,2017,3.0615597207303975,2.811681954887218,2.74038485499463,3.1168702470461866,3.0344454350161114,3.02480977443609,3.57846455424275,3.212573254564983
Vietnam,2018,3.27,2.95,3.01,3.16,3.4,3.45,3.67,3.5066666666666664
Vietnam,2019,3.5220234156820625,3.116636090225564,3.3775160042964547,3.227402363050483,3.828251987110634,3.95038045112782,3.745356605800215,3.8413296813462225
Vietnam,2020,3.734332545649839,3.2632721804511284,3.7116034371643387,3.2970904403866808,4.170789688506982,4.36076090225564,3.7752846401718583,4.102278410311492
Vietnam,2021,3.823629967776584,3.34159022556391,3.8809328678839954,3.3470773361976374,4.2792013963480136,4.51595112781955,3.730534371643394,4.1752289652703185
Vietnam,2022,3.7066182599355533,3.303272180451128,3.754174865735768,3.3553761546723955,4.005075402792697,4.25076090225564,3.581856068743287,3.9458974579305406
Vietnam,2023,3.3000000000000003,3.1000000000000005,3.2,3.3,3.2000000000000006,3.399999999999999,3.2999999999999994,3.2999999999999994
